DATE,daily_return
2020/1/13,0.01744479250669272
2020/1/14,-0.003207641
2020/1/15,0.0046400070403701775
2020/1/16,0.021174539473591634
2020/1/17,-0.000477943
2020/1/21,-0.004427033
2020/1/22,0.005010195659574339
2020/1/23,-0.001125107
2020/1/24,-0.002819747
2020/1/27,-0.028902619
2020/1/28,0.006263296895590508
2020/1/29,-0.015150363
2020/1/30,0.004241787908363124
2020/1/31,-0.027964549
2020/2/3,0.012662888298015724
2020/2/4,0.023311821622418016
2020/2/5,0.017069523524006116
2020/2/6,0.005044017076387357
2020/2/7,-0.014954216
2020/2/10,0.018675355593488666
2020/2/11,0.005375871808975798
2020/2/12,0.01614891775859412
2020/2/13,-0.053936208
2020/2/14,-0.007733419
2020/2/18,-0.007981393
2020/2/19,-0.006088209
2020/2/20,0.01186795370573262
2020/2/21,-0.011809048
2020/2/24,-0.050937821
2020/2/25,-0.029288708
2020/2/26,-0.013514048
2020/2/27,-0.052106393
2020/2/28,-0.00208056
2020/3/2,0.03080504698964606
2020/3/3,-0.028830073
2020/3/4,0.034040917362110484
2020/3/5,-0.045260975
2020/3/6,0.0021215997728806003
2020/3/9,-0.043964664
2020/3/10,0.05510976560059742
2020/3/11,-0.07925185
2020/3/12,-0.109133165
2020/3/13,0.12541817180552678
2020/3/16,-0.11077137
2020/3/17,0.05185558569217672
2020/3/18,0.05001433944559001
2020/3/19,0.010716645107348042
2020/3/20,-0.056439932
2020/3/23,-0.030100503
2020/3/24,0.11004503466350371
2020/3/25,-0.024652589
2020/3/26,0.07440254082138484
2020/3/27,-0.044877144
2020/3/30,0.03813316765659221
2020/3/31,-0.025725093
2020/4/1,-0.024897937
2020/4/2,0.037054039244937886
2020/4/3,-0.017656864
2020/4/6,0.058463543762773254
2020/4/7,-0.018943177
2020/4/8,0.026524332239875197
2020/4/9,-0.013109494
2020/4/13,0.00043554145646083875
2020/4/14,0.03737535203277359
2020/4/15,-0.029535446
2020/4/16,-0.001160214
2020/4/17,0.023849186949289815
2020/4/20,0.0007771917723208127
2020/4/21,-0.047673062
2020/4/22,0.02915235557243396
2020/4/23,-0.003420779
2020/4/24,0.02197698948479879
2020/4/27,0.012844750578346012
2020/4/28,-0.013764429
2020/4/29,0.020243020167195595
2020/4/30,-0.023672526
2020/5/1,-0.03353265
2020/5/4,0.010306352012955265
2020/5/5,0.001958936725865612
2020/5/6,-0.007727122
2020/5/7,0.005961430078833564
2020/5/8,0.03863059084812162
2020/5/11,0.0068068823416445705
2020/5/12,-0.002313727
2020/5/13,-0.029234338
2020/5/14,0.044497532559025235
2020/5/15,0.009207805730597162
2020/5/18,0.017381350819590323
2020/5/19,-0.009733273
2020/5/20,0.018351700591483524
2020/5/21,-0.01764881
2020/5/22,0.005841282750719707
2020/5/26,-0.001301416
2020/5/27,0.024788677351079917
2020/5/28,-0.008262315
2020/5/29,0.042472774365424154
2020/6/1,-0.026721771
2020/6/2,0.012480885736763935
2020/6/3,0.0010990127187485176
2020/6/4,-0.001850951
2020/6/5,0.020603132497015727
2020/6/8,0.006511701291401576
2020/6/9,-0.00216787
2020/6/10,-0.013250407
2020/6/11,-0.082659971
2020/6/12,0.03217402341997904
2020/6/15,0.007025282125507606
2020/6/16,0.0250250634357016
2020/6/17,-0.008094059
2020/6/18,-0.007503031
2020/6/19,-0.011579477
2020/6/22,-0.002915245
2020/6/23,0.007047602645449011
2020/6/24,-0.016133136
2020/6/25,0.01050481570455156
2020/6/26,0.02411615400651061
2020/6/29,-0.003864242
2020/6/30,0.010307084361121158
2020/7/1,-0.012332576
2020/7/2,-0.009227195
2020/7/6,0.01725222619129699
2020/7/7,-0.016822945
2020/7/8,0.0034213663173125004
2020/7/9,0.01899448445557823
2020/7/10,-0.000635775
2020/7/13,-0.016231487
2020/7/14,0.007403929044496407
2020/7/15,0.0033304536185354418
2020/7/16,-0.013425285
2020/7/17,0.020463283395926433
2020/7/20,0.004761250237718271
2020/7/21,0.001358735445247225
2020/7/22,-0.003088136
2020/7/23,0.01153593964403988
2020/7/24,-0.021563891
2020/7/27,0.016576250270024285
2020/7/28,-0.018821655
2020/7/29,0.008483426838521244
2020/7/30,-0.005518676
2020/7/31,0.013920374745266357
2020/8/3,0.0011201394255379894
2020/8/4,0.010884210067679714
2020/8/5,-0.007032635
2020/8/6,0.009456984279522873
2020/8/7,-0.007546149
2020/8/10,0.006683020623177636
2020/8/11,-0.011090595
2020/8/12,0.018263898718372754
2020/8/13,-0.11846281
2020/8/14,-0.00472242
2020/8/17,-0.009797305
2020/8/18,-0.0027919
2020/8/19,-0.002385784
2020/8/20,0.010103343105140205
2020/8/21,-0.001250275
2020/8/24,-0.001468533
2020/8/25,-0.00543158
2020/8/26,0.006663399222873335
2020/8/27,0.0017035972157008288
2020/8/28,-0.00288801
2020/8/31,0.0008520080795522822
2020/9/1,-0.004714199
2020/9/2,0.008849437704514938
2020/9/3,-0.034467076
2020/9/4,-0.003490411
2020/9/8,-0.019973948
2020/9/9,0.0028228462267357395
2020/9/10,-0.014166448
